J2000_NAME,OCARS_NAME,DEC,RA,DEC_deg,RA_deg,INDEX_NEW_TABLE,RA_ERR_sec,DEC_ERR_arcsec,RA_ERR_deg,DEC_ERR_deg,SKY_PA_ERR_deg,RA_DEC_CORRELATION,SEMIMAJOR_AXIS_OF_ERROR_ELLIPSE_mas,CATALOG_CODE,EPOCH_YEAR,GAL_LON_deg,GAL_LAT_deg,Z_FROM_NED_OR_LITERATURE,Z,Z_FLAG,Z_SIMBAD,Z_SIMBAD_FLAG,Z_SDSS,OPTICAL_OR_NIR_MAGNITUDE,BAND,OBJECT_PRIMARY_TYPE,OTHER_ID_AND_NOTES,J2000,frequencies,pa,pa_err,flag180,separation,sys_err,tot_err
J2138+5906,2136+588,+59:06:52.2828500,21:38:26.91757600,59.11452301388889,324.6121565666666,12264.0,0.000256,0.00311,1.0666666666666665e-06,8.638888888888889e-07,1.0227951361160978e-06,-0.736,3.4841,39.0,2015.0,100.325,4.997,,,,,,,    , ,R ,"87GB 213658.1+585322
",J2138+5906,5,-122,5,,5.2,7.447183098591549,8.969979715916175
J2138-1750,2135-180,-17:50:39.6884900,21:38:38.27238700,-17.84435791388889,324.6594682791666,12267.0,0.00083,0.02582,3.458333333333333e-06,7.172222222222222e-06,7.891627283589873e-06,-0.133,25.8805,39.0,2015.0,34.271,-44.781,,,,,,,    , ,I ,"PMN J2138-1750
",J2138-1750,5,83,5,,8.4,0.0,5.0
J2138-1810,2135-184,-18:10:44.3766769,21:38:41.92671874,-18.17899352136111,324.67469466141665,12269.0,7.624e-05,0.0014784,3.176666666666667e-07,4.106666666666666e-07,5.096438727144545e-07,-0.158,1.4987,1.0,2015.0,33.836,-44.912,NED (fiducial),0.1887,,0.1887,,,16.7,R,AQ,"ICRF J213841.9-181044 S/X; PKS 2135-184
",J2138-1810,"2,8",-84,3,,14.6,4.014084507042253,5.011274731011726
J2138-1849,2136-190,-18:49:30.6732414,21:38:47.44906026,-18.8251870115,324.69770441774995,12270.0,1.282e-05,0.0003932,5.3416666666666665e-08,1.0922222222222225e-07,1.203566956545797e-07,0.2415,0.3963,1.0,2015.0,32.989,-45.156,,,,,,,    , ,I ,"ICRF J213847.4-184930 S/X; PMN J2138-1849
",J2138-1849,"2,8",-3,3,,4.7,21.285211267605632,21.495586028452585
J2138-2439,2135-248,-24:39:54.4662580,21:38:37.18109599,-24.665129516111108,324.65492123329165,12266.0,6.22e-06,0.0002083,2.5916666666666664e-08,5.786111111111111e-08,6.24708662868252e-08,-0.1736,0.2089,1.0,2015.0,24.931,-46.83,NED (fiducial),0.819,,0.819,,,18.9,R,AQ,"ICRF J213837.1-243954 S/X; PKS 2135-248
",J2138-2439,8,143,5,,0.9,4.225352112676056,6.546266147667387
J2139+0122,2137+011,+01:22:27.1677904,21:39:42.50885960,1.3742132751111111,324.92712024833327,12284.0,1.138e-05,0.0003535,4.7416666666666664e-08,9.819444444444444e-08,1.0903759016391853e-07,-0.2328,0.3563,1.0,2015.0,56.696,-35.817,NED (fiducial),1.404,,1.404,,1.4039,18.9,R,AQ,"ICRF J213942.5+012227 S/X; FBQS J2139+0122
",J2139+0122,"2,8",-66,3,,1.6,4.014084507042253,5.011274731011726
J2139+1316,2137+130,+13:16:13.0491754,21:39:38.14052966,13.270291437611112,324.9089188735833,12281.0,1.232e-05,0.0004096,5.1333333333333336e-08,1.1377777777777777e-07,1.2426442495844005e-07,-0.4409,0.4185,1.0,2015.0,67.691,-28.392,LITERATURE,,a,,,,18.7,R,AQ,"ICRF J213938.1+131613 S/X; JVAS J2139+1316;; z from milliquas (http://quasars.org/milliquas.htm)
",J2139+1316,"2,8",-148,3,,3.4,7.447183098591549,8.028731911326197
J2139+1423,2136+141,+14:23:35.9921774,21:39:01.30926630,14.393331160388888,324.7554552762499,12272.0,2.1e-06,3.09e-05,8.749999999999999e-09,8.583333333333332e-09,1.2062556461032732e-08,-0.0406,0.0314,1.0,2015.0,68.531,-27.537,NED (fiducial),2.427,,2.43,,,18.2,R,AQ,"ICRF J213901.3+142335 S/X; JVAS J2139+1423
",J2139+1423,"1.4,2,8,15,24,43",-70,5,,0.5,4.014084507042253,6.411932191600021
J2139+1718,2137+170,+17:18:26.0558200,21:39:37.14762200,17.30723772777778,324.9047817583333,12280.0,3.6e-05,0.00092,1.5e-07,2.555555555555556e-07,2.929459197061024e-07,0.265,0.934,39.0,2015.0,71.052,-25.684,NED (fiducial),1.7,,1.7,,,18.9,R,AQ,"87GB 213716.5+170442
",J2139+1718,"5,8",91,4,,2.9,0.0,4.0
J2139+2111,2137+209,+21:11:35.3588300,21:39:46.73942100,21.19315523055556,324.94474758749993,12286.0,5.4e-05,0.00098,2.2500000000000002e-07,2.722222222222222e-07,3.436766890979894e-07,-0.033,0.9808,39.0,2015.0,74.175,-23.036,NED (fiducial),1.576,,1.576,,,20.3,R,AQ,"PKS 2137+20
",J2139+2111,"5,8",142,4,,6.4,4.225352112676056,5.818384696468256
J2139+6831,2138+682,+68:31:29.4265100,21:39:22.87686900,68.52484069722222,324.8453202875,12277.0,0.00015467,0.00107,6.444583333333333e-07,2.9722222222222224e-07,3.794815822643199e-07,-0.65,1.2493,39.0,2015.0,106.784,11.91,,,,,,,    , ,R ,"NVSS J213923+683129
",J2139+6831,"5,8",62,4,,1.3,0.0,4.0
J2139-1104,2136-112,-11:04:18.4213191,21:39:08.07212607,-11.07178369975,324.7836338586249,12274.0,2.943e-05,0.0009441,1.22625e-07,2.6225e-07,2.8854360116287014e-07,-0.5583,0.9793,3.0,2015.0,42.881,-42.155,,,,,,,    , ,I ,"PMN J2139-1104
",J2139-1104,"5,8",139,4,,3.4,4.225352112676056,5.818384696468256
J2139-2454,2136-251,-24:54:15.0662961,21:39:13.22893323,-24.90418508225,324.8051205551249,12275.0,1.629e-05,0.00052,6.7875e-08,1.4444444444444442e-07,1.570167670250158e-07,0.0732,0.5203,1.0,2015.0,24.639,-47.02,NED (fiducial),0.939,,,,,18.8,R,AQ,"ICRF J213913.2-245415 S/X; PMN J2139-2454; GALEXASC J213913.16-245414.4
",J2139-2454,"2,8",38,3,,4.9,0.0,3.0
J2139-4235,2136-428,-42:35:20.4694000,21:39:24.17316000,-42.58901927777778,324.8507214999999,12278.0,0.00027333,0.0054,1.138875e-06,1.5e-06,1.718438952196859e-06,0.17,5.4347,36.0,2012.0,358.317,-48.326,LITERATURE,,c,,,,15.7,R,AL,"2MASX J21392412-4235201;; z from 2014A&A...570A.126L
",J2139-4235,8,67,5,,2.3,0.0,5.0
J2140+1438,2138+144,+14:38:12.3595800,21:40:47.81360500,14.63676655,325.19922335416663,12293.0,7.133e-05,0.00152,2.972083333333333e-07,4.222222222222224e-07,5.108464929315526e-07,0.16,1.5361,39.0,2015.0,69.059,-27.694,,,,,,,    , ,R ,"4C +14.78
",J2140+1438,"5,8",25,4,,2.7,21.285211267605632,21.65779810383793
J2140+3911,2138+389,+39:11:44.8546253,21:40:16.94709539,39.19579295147222,325.0706128974583,12290.0,1.118e-05,0.000189,4.6583333333333343e-08,5.2500000000000033e-08,6.371483182789795e-08,-0.1448,0.1907,1.0,2015.0,87.267,-10.092,NED (fiducial),1.306,,,,,19.0, ,V ,"ICRF J214016.9+391144 S/X; 87GB 213815.0+385802
",J2140+3911,"2,8",89,3,,5.6,0.0,3.0
J2140-1923,2137-196,-19:23:56.0464718,21:40:46.86017889,-19.39890179772222,325.1952507453749,12292.0,1.276e-05,0.0004408,5.3166666666666666e-08,1.2244444444444444e-07,1.323159034054139e-07,-0.3393,0.4458,1.0,2015.0,32.443,-45.792,LITERATURE,,a,,,,19.0,R,AQ,"ICRF J214046.8-192356 S/X; PMN J2140-1923;; z from milliquas (http://quasars.org/milliquas.htm)
",J2140-1923,8,132,5,,1.0,4.225352112676056,6.546266147667387
J2141+1350,2139+136,+13:50:30.7846300,21:41:43.82374600,13.841884619444444,325.43259894166664,12298.0,2.8e-05,0.00097,1.1666666666666665e-07,2.694444444444445e-07,2.922881380140257e-07,-0.079,0.9706,39.0,2015.0,68.561,-28.394,LITERATURE,,a,,,,19.1,R,V ,"NVSS J214143+135035; GALEXASC J214143.90+135031.0;; z from milliquas (http://quasars.org/milliquas.htm)
",J2141+1350,"5,8",120,4,,9.7,4.225352112676056,5.818384696468256
J2141-0417,,-04:17:43.519,21:41:07.3131,-4.295421944444445,325.28047125,,,,,,,,,,,,,,,,,,,,,,,J2141-0417,8,-28,5,,2.0,21.285211267605632,21.86458823546892
J2141-3729,2138-377,-37:29:12.9908689,21:41:52.44900156,-37.48694190802778,325.4685375065,12300.0,1.488e-05,0.0002757,6.2e-08,7.658333333333332e-08,9.102364154054048e-08,-0.098,0.2766,1.0,2015.0,6.001,-49.077,NED (fiducial),0.4228,,0.425,,,17.5,R,AQ,"ICRF J214152.4-372912 S/X; PKS 2138-377
",J2141-3729,"2,8",-137,3,,4.9,7.447183098591549,8.028731911326197
J2142+1354,,+13:54:21.162,21:42:24.4894,13.905878333333334,325.60203916666666,,,,,,,,,,,,,,,,,,,,,,,J2142+1354,5,152,5,,1.7,4.225352112676056,6.546266147667387
J2142+3115,2140+310,+31:15:15.0066700,21:42:34.05501100,31.254168519444445,325.6418958791666,12308.0,8.467e-05,0.00123,3.527916666666667e-07,3.4166666666666664e-07,4.557347118152793e-07,-0.458,1.4071,39.0,2015.0,82.118,-16.271,LITERATURE,,a,,,,16.4,R,V ,"NVSS J214234+311515;; z from milliquas (http://quasars.org/milliquas.htm)
",J2142+3115,"5,8",-39,4,,3.8,4.014084507042253,5.666822251463041
J2142+4410,2140+439,+44:10:14.6575500,21:42:30.51654900,44.17073820833333,325.62715228749994,12306.0,7.2e-05,0.00089,3e-07,2.472222222222222e-07,3.277518064537323e-07,-0.542,1.0401,39.0,2015.0,90.919,-6.646,,,,,,,    , ,I ,"NVSS J214230+441015
",J2142+4410,"5,8",140,4,,3.6,4.225352112676056,5.818384696468256
J2142-0437,2140-048,-04:37:43.5124738,21:42:36.90168844,-4.628753464944445,325.6537570351666,12309.0,5.9e-06,0.0001865,2.458333333333333e-08,5.1805555555555584e-08,5.730811624920518e-08,-0.3194,0.1891,1.0,2015.0,50.882,-39.751,NED (fiducial),0.344,,0.344,,,16.2,R,AQ,"ICRF J214236.9-043743 S/X; PKS 2140-048
",J2142-0437,"2,8",130,4,,6.2,4.225352112676056,5.818384696468256
J2142-2303,2139-232,-23:03:38.4772550,21:42:41.94594300,-23.06068812638889,325.6747747625,12310.0,9.48e-06,0.0003181,3.95e-08,8.836111111111113e-08,9.55434000931343e-08,-0.0008,0.3181,1.0,2015.0,27.559,-47.32,,,a,,,,19.8,R,AQ,"ICRF J214241.9-230338 S/X; PMN J2142-2303
",J2142-2303,"2,8",-160,3,,5.5,7.447183098591549,8.028731911326197
J2142-2444,2139-249,-24:44:38.8319263,21:42:30.95903193,-24.744119979527778,325.628995966375,12307.0,6.82e-06,0.0002213,2.8416666666666663e-08,6.147222222222222e-08,6.666983944607244e-08,-0.1245,0.2217,1.0,2015.0,25.133,-47.708,LITERATURE,0.833,,,,,20.4,R,AQ,"ICRF J214230.9-244438 S/X; CGRaBS J2142-2444;; z from Titov (2014, private communication)
",J2142-2444,"2,8",-103,4,,1.5,4.014084507042253,5.666822251463041
J2142-2551,2139-260,-25:51:26.5964623,21:42:15.92642794,-25.857387906194447,325.56636011641666,12304.0,1.408e-05,0.0004693,5.866666666666666e-08,1.3036111111111113e-07,1.406454077237348e-07,-0.1486,0.4703,1.0,2015.0,23.5,-47.908,,,a,,,,20.9,R,AQ,"ICRF J214215.9-255126 S/X; CGRaBS J2142-2551
",J2142-2551,"2,8",-94,3,,2.7,4.014084507042253,5.011274731011726
J2143+0550,2141+056,+05:50:59.7396000,21:43:54.10011400,5.849927666666666,325.9754171416666,12320.0,3.467e-05,0.00108,1.444583333333333e-07,3e-07,3.326430880622343e-07,-0.34,1.0977,39.0,2015.0,61.824,-33.962,NED (fiducial),2.2,,,,,19.9,R,V ,"PMN J2143+0550
",J2143+0550,"5,8",-6,4,,2.3,21.285211267605632,21.65779810383793
J2143+1212,2140+119,+12:12:44.9558900,21:43:10.96898900,12.21248774722222,325.79570412083325,12313.0,7.933e-05,0.00262,3.305416666666666e-07,7.277777777777777e-07,7.962595005306669e-07,-0.315,2.6508,39.0,2015.0,67.435,-29.74,,,,,,,    , ,R ,"NVSS J214310+121245
",J2143+1212,5,-14,5,,5.5,21.285211267605632,21.86458823546892
J2143+1743,2141+175,+17:43:48.7875890,21:43:35.54456275,17.73021877472222,325.89810234479165,12316.0,2.17e-06,3.12e-05,9.041666666666665e-09,8.666666666666667e-09,1.2218062032972957e-08,-0.0004,0.0312,1.0,2015.0,72.115,-26.084,NED (fiducial),0.2107,,0.213,,,15.2,R,A1,"ICRF J214335.5+174348 S/X; CGRaBS J2143+1743; NVSS J214335+174349
",J2143+1743,"8,15,43",-65,5,,0.4,4.014084507042253,6.411932191600021
J2143+3337,2141+333,+33:37:10.8180678,21:43:50.13583789,33.6196716855,325.9588993245416,12318.0,8.87e-06,0.0001739,3.6958333333333335e-08,4.830555555555555e-08,5.727661693225745e-08,-0.0909,0.1744,1.0,2015.0,83.982,-14.709,,,,,,,    , ,I ,"ICRF J214350.1+333710 S/X; NVSS J214350+333711
",J2143+3337,"5,8",-62,4,,2.0,4.014084507042253,5.666822251463041
J2143-2549,2140-260,-25:49:43.0302409,21:43:05.05951802,-25.82861951136111,325.77108132508323,12312.0,1.195e-05,0.0004033,4.979166666666666e-08,1.1202777777777777e-07,1.2065999772998505e-07,0.0581,0.4034,1.0,2015.0,23.603,-48.081,,,,,,,21.0,G,V ,"ICRF J214305.0-254943 S/X; PMN J2143-2549
",J2143-2549,8,17,5,,0.7,21.285211267605632,21.86458823546892
J2144+1905,,+19:05:18.922,21:44:57.7108,19.088589444444445,326.24046166666665,,,,,,,,,,,,,,,,,,,,,,,J2144+1905,5,49,5,,2.4,0.0,5.0
J2144+3133,,+31:33:39.124,21:44:15.2121,31.56086777777778,326.06338375,,,,,,,,,,,,,,,,,,,,,,,J2144+3133,8,54,5,,1.4,0.0,5.0
J2144-3312,2141-334,-33:12:55.0989778,21:44:51.18563139,-33.215305271611115,326.21327346412494,12325.0,8.43e-06,0.0002696,3.5125e-08,7.48888888888889e-08,8.044808814033625e-08,-0.3521,0.2725,1.0,2015.0,12.582,-49.547,,,,,,,23.4,R,G ,"ICRF J214451.1-331255 S/X; PKS 2141-334
",J2144-3312,"2,8",71,3,,4.6,0.0,3.0
J2144-4137,2140-418,-41:37:51.1029000,21:44:04.71855000,-41.63086191666667,326.019660625,12321.0,0.00038,0.0037,1.5833333333333331e-06,1.0277777777777775e-06,1.567442035740041e-06,0.285,4.5756,36.0,2012.0,359.634,-49.284,,,,,,,18.5,r,G ,"PKS 2140-418; MRSS 343-088059
",J2144-4137,8,148,5,,16.9,4.225352112676056,6.546266147667387
J2145+0719,2143+070,+07:19:27.2132100,21:45:52.29983000,7.324225891666666,326.4679159583333,12334.0,0.00014667,0.00355,6.111249999999999e-07,9.861111111111112e-07,1.1575055639851536e-06,-0.321,3.6503,28.0,2010.76,63.572,-33.416,NED (fiducial),0.237,,0.235,,,16.0,R,AL,"NVSS J214552+071926; GALEXASC J214552.33+071927.8
",J2145+0719,2,41,4,,7.2,0.0,4.0
J2145+1115,2142+110,+11:15:27.3123630,21:45:18.77506615,11.2575867675,326.3282294422916,12329.0,2.75e-06,5.63e-05,1.1458333333333332e-08,1.5638888888888888e-08,1.9257843486324045e-08,-0.1113,0.0567,1.0,2015.0,67.004,-30.762,NED (fiducial),0.5481,,0.5481,,0.5481,16.3,R,AL,"ICRF J214518.7+111527 S/X DEF; JVAS J2145+1115
",J2145+1115,"2,8,43",165,4,,1.7,4.225352112676056,5.818384696468256
J2145+1845,2142+185,+18:45:19.6435400,21:45:14.36974600,18.75545653888889,326.30987394166664,12328.0,3.533e-05,0.00109,1.4720833333333337e-07,3.027777777777778e-07,3.333232256406374e-07,0.054,1.0904,39.0,2015.0,73.238,-25.655,LITERATURE,,a,,,,19.4,R,V ,"87GB 214253.0+183138;; z from milliquas (http://quasars.org/milliquas.htm)
",J2145+1845,8,-126,5,,1.1,7.447183098591549,8.969979715916175
J2145-0434,2142-048,-04:34:39.1881882,21:45:33.38693899,-4.5775522745,326.38911224579164,12331.0,4.854e-05,0.0017088,2.0225000000000005e-07,4.746666666666666e-07,5.157062798445586e-07,-0.5115,1.7544,1.0,2015.0,51.447,-40.346,NED (fiducial),0.0699,,0.0699,,,14.9,R,AL,"ICRF J214533.3-043439 S/X; NVSS J214533-043439
",J2145-0434,8,35,5,,1.0,21.285211267605632,21.86458823546892
J2145-3142,2142-319,-31:42:34.3815996,21:45:46.94213689,-31.70955044433333,326.44559223704164,12333.0,1.257e-05,0.0004291,5.2375e-08,1.1919444444444445e-07,1.272501869909409e-07,-0.3324,0.4329,3.0,2015.0,14.922,-49.612,NED (fiducial),0.6601,,0.66,,,19.6,R,A1,"PKS 2142-319
",J2145-3142,5,18,5,,6.1,21.285211267605632,21.86458823546892
J2146+0427,2144+042,+04:27:25.4778592,21:46:55.19196344,4.457077183111111,326.7299665143333,12343.0,4.94e-06,0.0001505,2.0583333333333332e-08,4.1805555555555554e-08,4.657058556772388e-08,-0.1493,0.151,1.0,2015.0,61.06,-35.415,LITERATURE,1.7,,,,,20.0,R,AQ,"ICRF J214655.1+042725 S/X; PMN J2146+0427; GALEXASC J214655.24+042725.2;; z from milliquas (http://quasars.org/milliquas.htm)
",J2146+0427,"2,8",123,3,,1.7,4.225352112676056,5.182045973946585
J2146+0920,2144+091,+09:20:48.8187800,21:46:54.07734300,9.346894105555556,326.7253222625,12342.0,0.00012733,0.00289,5.305416666666666e-07,8.027777777777779e-07,9.583851169909775e-07,-0.251,2.952,28.0,2010.76,65.611,-32.309,NED (fiducial),0.981,,0.981,,,16.7,R,AQ,"2MASS J21465407+0920489
",J2146+0920,8,25,5,,0.7,21.285211267605632,21.86458823546892
J2146+1713,2144+169,+17:13:39.0971000,21:46:37.14410500,17.227526972222222,326.65476710416664,12341.0,3.533e-05,0.00095,1.4720833333333337e-07,2.638888888888889e-07,2.9900975246862625e-07,0.221,0.9589,39.0,2015.0,72.267,-26.953,,,,,,,21.7,r,V ,"87GB 214415.3+165953
",J2146+1713,"5,8",-120,4,,3.1,7.447183098591549,8.453433391465719
J2146+5703,2144+568,+57:03:24.6865156,21:46:25.93662171,57.05685736544444,326.6080692571249,12338.0,0.00044037,0.0038605,1.834875e-06,1.0723611111111112e-06,1.4647856744148184e-06,-0.1229,3.9849,1.0,2015.0,99.773,2.751,,,,,,,    , ,R ,"ICRF J214625.9+570324 S/X; 87GB 214449.4+564939
",J2146+5703,8,-22,82,,4.5,21.285211267605632,84.71753194414133
J2146-1525,2143-156,-15:25:43.8856539,21:46:22.97932711,-15.428857126083331,326.5957471962916,12337.0,2.61e-06,4.42e-05,1.0874999999999998e-08,1.2277777777777776e-08,1.6144312582031955e-08,-0.0212,0.0442,1.0,2015.0,38.435,-45.596,NED (fiducial),0.701,,0.7,,,17.2,R,A1,"ICRF J214622.9-152543 S/X DEF; CGRaBS J2146-1525; NVSS J214623-152543
",J2146-1525,"2,5,8,24",32,3,,4.4,21.285211267605632,21.495586028452585
J2146-2326,2143-236,-23:26:34.0066093,21:46:32.39419811,-23.442779613694444,326.6349758254583,12340.0,1.294e-05,0.0004046,5.391666666666666e-08,1.123888888888889e-07,1.2279321673543918e-07,-0.4681,0.4145,1.0,2015.0,27.359,-48.271,,,,,,,    , ,I ,"ICRF J214632.3-232634 S/X; PMN J2146-2326
",J2146-2326,"2,8",140,3,,4.8,4.225352112676056,5.182045973946585
J2146-2902,2144-292,-29:02:11.5066926,21:46:59.90168414,-29.036529636833336,326.74959035058333,12344.0,1.107e-05,0.0004075,4.6125e-08,1.1319444444444444e-07,1.201636178388152e-07,-0.3195,0.4105,3.0,2015.0,19.062,-49.533,,,,,,,22.0,R,V ,"CGRaBS J2146-2902
",J2146-2902,5,16,5,,8.9,21.285211267605632,21.86458823546892
J2146-2935,2143-298,-29:35:11.4118853,21:46:05.75218133,-29.58650330147222,326.5239674222083,12336.0,2.698e-05,0.0003004,1.1241666666666665e-07,8.344444444444447e-08,1.285292110843637e-07,-0.9225,0.4539,1.0,2015.0,18.18,-49.42,NED (fiducial),1.4139,,1.411,,,17.6,R,AQ,"ICRF J214605.7-293511 X/Ka; 2QZ J214605.7-293512
",J2146-2935,"2,8",1,3,,4.3,21.285211267605632,21.495586028452585
J2147+0016,2144+000,+00:16:50.8745300,21:47:18.26106400,0.2807984805555555,326.82608776666666,12351.0,7.733e-05,0.00281,3.2220833333333336e-07,7.805555555555556e-07,8.444422371303938e-07,-0.656,2.921,39.0,2015.0,56.963,-37.997,,,,,,,22.2,r,G ,"PMN J2147+0016; SDSS J214718.25+001650.8
",J2147+0016,5,-18,5,,11.3,21.285211267605632,21.86458823546892
J2147+0830,2145+082,+08:30:11.8968089,21:47:55.21938137,8.503304669138888,326.9800807557083,12357.0,4.12e-06,0.0001037,1.7166666666666665e-08,2.8805555555555563e-08,3.3436673459520246e-08,-0.0271,0.1037,1.0,2015.0,65.042,-33.048,NED (fiducial),2.6014,,,,2.6011,18.8,R,AQ,"ICRF J214755.2+083011 S/X; PMN J2147+0830
",J2147+0830,"2,8",158,3,,3.4,4.225352112676056,5.182045973946585
J2147+0929,2144+092,+09:29:46.6722487,21:47:10.16296704,9.49629784686111,326.792345696,12347.0,2.29e-06,3.6e-05,9.541666666666666e-09,1e-08,1.3731905567724233e-08,0.0331,0.0361,1.0,2015.0,65.796,-32.262,NED (fiducial),1.113,,1.11,,,16.5,R,AQ,"ICRF J214710.1+092946 S/X; JVAS J2147+0929
",J2147+0929,"2,5,8,15,43",75,3,,0.7,0.0,3.0
J2147+2629,2145+262,+26:29:50.2746710,21:47:18.09194486,26.49729851972222,326.82538310358336,12350.0,3.189e-05,0.0007286,1.32875e-07,2.023888888888889e-07,2.3473935006610602e-07,-0.1712,0.7341,1.0,2015.0,79.499,-20.458,,,,,,,    , ,R ,"ICRF J214718.0+262950 S/X; 87GB 214502.8+261528
",J2147+2629,"2,8",-117,3,,7.4,7.447183098591549,8.028731911326197
J2147+4417,2145+440,+44:17:56.6150700,21:47:56.01706000,44.29905974166667,326.98340441666664,12358.0,6.8e-05,0.00093,2.833333333333333e-07,2.5833333333333333e-07,3.284158910546123e-07,-0.611,1.0704,39.0,2015.0,91.746,-7.181,,,,,,,    , ,R ,"NVSS J214755+441758
",J2147+4417,"5,8",-146,4,,2.2,7.447183098591549,8.453433391465719
J2147+4532,2145+453,+45:32:56.2053700,21:47:06.98974700,45.54894593611111,326.7791239458333,12346.0,0.000136,0.0016,5.666666666666666e-07,4.444444444444445e-07,5.958272149550412e-07,0.054,1.6087,39.0,2015.0,92.445,-6.132,,,,,,,    , ,R ,"87GB 214510.4+451911
",J2147+4532,5,40,5,,4.0,0.0,5.0
J2147+4723,2145+471,+47:23:32.7383600,21:47:31.74403700,47.39242732222222,326.8822668208333,12354.0,0.00018733,0.00305,7.805416666666665e-07,8.472222222222223e-07,9.984979798361035e-07,-0.095,3.0587,39.0,2015.0,93.691,-4.766,,,,,,,14.9,K,V ,"NVSS J214731+472333
",J2147+4723,8,139,5,,1.3,4.225352112676056,6.546266147667387
J2147-0620,2144-065,-06:20:25.3415508,21:47:21.88970554,-6.340372652999999,326.8412071064167,12352.0,1.374e-05,0.0001295,5.725e-08,3.597222222222222e-08,6.731709088728279e-08,0.3289,0.2114,1.0,2015.0,49.769,-41.652,NED (fiducial),0.8058,,0.8058,,,17.0,R,AB,"ICRF J214721.8-062025 S/X; PMN J2147-0620; GALEXMSC J214721.93-062025.4
",J2147-0620,"2,8",-69,3,,3.1,4.014084507042253,5.011274731011726
J2147-3601,2144-362,-36:01:51.2728821,21:47:31.12591776,-36.030909133916666,326.879691324,12353.0,1.637e-05,0.0005473,6.820833333333334e-08,1.520277777777778e-07,1.6172531633165097e-07,-0.2426,0.5497,1.0,2015.0,8.249,-50.208,NED (fiducial),2.081,,2.081,,,18.4,R,AQ,"ICRF J214731.1-360151 S/X; PKS 2144-362
",J2147-3601,2,-113,4,,3.1,7.447183098591549,8.453433391465719
J2148+0211,2146+019,+02:11:26.8515237,21:48:39.87699274,2.190792089916666,327.16615413641665,12367.0,1.112e-05,0.0003433,4.633333333333333e-08,9.53611111111111e-08,1.060065194235032e-07,-0.4278,0.3522,1.0,2015.0,59.159,-37.14,,,,,,,19.2,R,V ,"ICRF J214839.8+021126 S/X; CGRaBS J2148+0211
",J2148+0211,8,141,5,,1.1,4.225352112676056,6.546266147667387
J2148+0657,2145+067,+06:57:38.6041877,21:48:05.45866779,6.960723385472223,327.02274444912496,12360.0,2.04e-06,3.08e-05,8.499999999999998e-09,8.555555555555557e-09,1.201608975060526e-08,-0.0187,0.0309,1.0,2015.0,63.656,-34.072,NED (fiducial),1.003,,0.999,,,15.1,R,AQ,"ICRF J214805.4+065738 S/X; CGRaBS J2148+0657; NVSS J214805+065739; 4C +06.69;; NED also have redshift data points 0.9990 and 1.0002
",J2148+0657,"2,5,8,15,24,43",127,2,,0.8,4.225352112676056,4.674783468364712
J2148+1337,2145+133,+13:37:07.3372400,21:48:07.71987600,13.61870478888889,327.03216615,12361.0,8.8e-05,0.00235,3.666666666666666e-07,6.527777777777778e-07,7.437133314395891e-07,-0.158,2.3622,39.0,2015.0,69.567,-29.694,LITERATURE,,a,,,,17.8,R,V ,"87GB 214543.8+132301;; z from milliquas (http://quasars.org/milliquas.htm)
",J2148+1337,5,36,5,,10.6,0.0,5.0
J2148+3405,2145+338,+34:05:09.3309900,21:48:03.57064300,34.085925275,327.01487767916666,12359.0,6.6e-05,0.00125,2.75e-07,3.472222222222223e-07,4.152533744042649e-07,-0.644,1.3833,39.0,2015.0,84.98,-14.946,LITERATURE,,a,,,,19.7,R,V ,"NVSS J214803+340509;; z from milliquas (http://quasars.org/milliquas.htm)
",J2148+3405,"5,8",-44,4,,3.2,4.014084507042253,5.666822251463041
J2148+4709,2146+469,+47:09:33.3647500,21:48:08.27506600,47.15926798611111,327.03447944166663,12363.0,8.333e-05,0.00113,3.4720833333333334e-07,3.138888888888889e-07,3.927647183271782e-07,-0.619,1.2867,39.0,2015.0,93.621,-5.012,,,,,,,    , ,I ,"NVSS J214808+470933
",J2148+4709,5,122,5,,3.6,4.225352112676056,6.546266147667387
J2148+6107,2146+608,+61:07:05.7939686,21:48:16.04229551,61.11827610238889,327.0668428979583,12365.0,1.368e-05,0.0001137,5.7e-08,3.1583333333333335e-08,4.1898360939243486e-08,-0.0114,0.1137,1.0,2015.0,102.57,5.713,,,,,,,    , ,I ,"ICRF J214816.0+610705 S/X; 4C +60.32
",J2148+6107,"2,8",-89,3,,3.3,4.014084507042253,5.011274731011726
J2148-0006,2145-003,-00:06:30.8560400,21:48:07.73240600,-0.1085711222222222,327.0322183583333,12362.0,6.267e-05,0.0019,2.611249999999999e-07,5.277777777777777e-07,5.888424267174646e-07,0.452,1.9573,39.0,2015.0,56.713,-38.391,,,,,,,    , ,R ,"NVSS J214807-000630
",J2148-0006,"5,8",-28,4,,3.7,21.285211267605632,21.65779810383793
J2148-1723,2145-176,-17:23:44.0146064,21:48:36.80083970,-17.39555961288889,327.15333683208326,12366.0,6.1e-06,0.0002123,2.5416666666666666e-08,5.897222222222222e-08,6.37651086525967e-08,-0.1832,0.213,1.0,2015.0,36.099,-46.837,NED (fiducial),2.13,,2.13,,,18.9,R,AQ,"ICRF J214836.8-172344 S/X; PKS 2145-17
",J2148-1723,"2,8",53,3,,5.3,0.0,3.0
